Rating Distribution
1.0 	#= 80 	%= 6.56275635767
2.0 	#= 62 	%= 5.08613617719
3.0 	#= 96 	%= 7.8753076292
4.0 	#= 224 	%= 18.3757178015
5.0 	#= 752 	%= 61.6899097621

By-Rating Analysis
( 1.0 )
# Correct Title      Polarizations:  23 	28.75 %
# Correct Text       Polarizations:  45 	56.25 %
# Correct Title/Text Polarizations:  16 	20.0 %
# Correct w.r.t. SO  Polarizations:  47 	58.75 %
Minimum Semantic Orientation      :  -4.10800522164
Maximum Semantic Orientation      :  4.32499847078
Average Semantic Orientation      :  -0.11806191259
Percantage of Good Ratings        :  56.25 %


( 2.0 )
# Correct Title      Polarizations:  20 	32.2580645161 %
# Correct Text       Polarizations:  28 	45.1612903226 %
# Correct Title/Text Polarizations:  11 	17.7419354839 %
# Correct w.r.t. SO  Polarizations:  34 	54.8387096774 %
Minimum Semantic Orientation      :  -7.89135107031
Maximum Semantic Orientation      :  0.85747362778
Average Semantic Orientation      :  -0.646424002864
Percantage of Good Ratings        :  45.1612903226 %


( 3.0 )
# Correct Title      Polarizations:  63 	65.625 %
# Correct Text       Polarizations:  55 	57.2916666667 %
# Correct Title/Text Polarizations:  39 	40.625 %
# Correct w.r.t. SO  Polarizations:  54 	56.25 %
Minimum Semantic Orientation      :  -5.30069117426
Maximum Semantic Orientation      :  1.82577891005
Average Semantic Orientation      :  -0.183704238283
Percantage of Good Ratings        :  4.16666666667 %


( 4.0 )
# Correct Title      Polarizations:  150 	66.9642857143 %
# Correct Text       Polarizations:  147 	65.625 %
# Correct Title/Text Polarizations:  91 	40.625 %
# Correct w.r.t. SO  Polarizations:  114 	50.8928571429 %
Minimum Semantic Orientation      :  -4.81854773522
Maximum Semantic Orientation      :  7.18992078279
Average Semantic Orientation      :  0.130427122314
Percantage of Good Ratings        :  65.625 %


( 5.0 )
# Correct Title      Polarizations:  570 	75.7978723404 %
# Correct Text       Polarizations:  509 	67.6861702128 %
# Correct Title/Text Polarizations:  400 	53.1914893617 %
# Correct w.r.t. SO  Polarizations:  493 	65.5585106383 %
Minimum Semantic Orientation      :  -8.19453865845
Maximum Semantic Orientation      :  9.47057572679
Average Semantic Orientation      :  0.114342450064
Percantage of Good Ratings        :  67.6861702128 %


Calculated Star Rating Success%: 60.1312551272

index 	old *-val 	new *-val 	delta
136 	5.0 	1.0 	4.0
137 	4.0 	5.0 	-1.0
138 	5.0 	1.0 	4.0
139 	5.0 	5.0 	0.0
140 	1.0 	5.0 	-4.0
141 	2.0 	5.0 	-3.0
142 	1.0 	5.0 	-4.0
143 	5.0 	5.0 	0.0
144 	5.0 	1.0 	4.0
145 	4.0 	5.0 	-1.0
146 	5.0 	5.0 	0.0
147 	5.0 	5.0 	0.0
148 	5.0 	5.0 	0.0
149 	5.0 	5.0 	0.0
150 	5.0 	1.0 	4.0
151 	3.0 	1.0 	2.0
152 	5.0 	5.0 	0.0
153 	5.0 	5.0 	0.0
154 	5.0 	5.0 	0.0
155 	2.0 	5.0 	-3.0
156 	5.0 	5.0 	0.0
157 	2.0 	5.0 	-3.0
158 	5.0 	5.0 	0.0
159 	5.0 	5.0 	0.0
160 	5.0 	1.0 	4.0
161 	5.0 	1.0 	4.0
162 	5.0 	5.0 	0.0
163 	2.0 	5.0 	-3.0
164 	4.0 	1.0 	3.0
165 	5.0 	1.0 	4.0
166 	1.0 	1.0 	0.0
167 	1.0 	1.0 	0.0
168 	5.0 	5.0 	0.0
169 	5.0 	5.0 	0.0
170 	5.0 	5.0 	0.0
171 	3.0 	5.0 	-2.0
172 	5.0 	5.0 	0.0
173 	5.0 	5.0 	0.0
174 	5.0 	5.0 	0.0
175 	5.0 	5.0 	0.0
176 	4.0 	5.0 	-1.0
177 	5.0 	5.0 	0.0
178 	5.0 	5.0 	0.0
179 	5.0 	5.0 	0.0
180 	5.0 	5.0 	0.0
181 	5.0 	5.0 	0.0
182 	1.0 	5.0 	-4.0
183 	5.0 	5.0 	0.0
184 	5.0 	1.0 	4.0
185 	1.0 	5.0 	-4.0
186 	3.0 	5.0 	-2.0
187 	5.0 	2.0 	3.0
188 	1.0 	1.0 	0.0
189 	5.0 	5.0 	0.0
190 	5.0 	5.0 	0.0
191 	5.0 	5.0 	0.0
192 	5.0 	5.0 	0.0
193 	5.0 	1.0 	4.0
194 	5.0 	1.0 	4.0
195 	1.0 	5.0 	-4.0
196 	2.0 	5.0 	-3.0
197 	1.0 	5.0 	-4.0
198 	5.0 	5.0 	0.0
199 	5.0 	5.0 	0.0
200 	5.0 	1.0 	4.0
201 	1.0 	1.0 	0.0
202 	5.0 	5.0 	0.0
203 	5.0 	1.0 	4.0
204 	2.0 	5.0 	-3.0
205 	1.0 	5.0 	-4.0
206 	5.0 	5.0 	0.0
207 	1.0 	5.0 	-4.0
208 	5.0 	5.0 	0.0
209 	5.0 	1.0 	4.0
210 	4.0 	1.0 	3.0
211 	5.0 	5.0 	0.0
212 	5.0 	5.0 	0.0
213 	5.0 	5.0 	0.0
214 	5.0 	5.0 	0.0
215 	5.0 	5.0 	0.0
216 	5.0 	5.0 	0.0
217 	1.0 	5.0 	-4.0
218 	5.0 	2.0 	3.0
219 	4.0 	1.0 	3.0
220 	5.0 	5.0 	0.0
221 	5.0 	1.0 	4.0
222 	5.0 	5.0 	0.0
223 	5.0 	5.0 	0.0
224 	5.0 	5.0 	0.0
225 	5.0 	1.0 	4.0
226 	5.0 	5.0 	0.0
227 	1.0 	1.0 	0.0
228 	5.0 	5.0 	0.0
229 	5.0 	5.0 	0.0
230 	1.0 	5.0 	-4.0
231 	5.0 	2.0 	3.0
232 	5.0 	5.0 	0.0
233 	1.0 	5.0 	-4.0
234 	5.0 	1.0 	4.0
235 	5.0 	5.0 	0.0
236 	5.0 	1.0 	4.0
237 	5.0 	5.0 	0.0
238 	5.0 	5.0 	0.0
239 	1.0 	1.0 	0.0
240 	5.0 	5.0 	0.0
241 	5.0 	5.0 	0.0
242 	5.0 	1.0 	4.0
243 	1.0 	1.0 	0.0
244 	5.0 	5.0 	0.0
245 	1.0 	1.0 	0.0
246 	5.0 	5.0 	0.0
247 	3.0 	5.0 	-2.0
248 	5.0 	1.0 	4.0
249 	5.0 	1.0 	4.0
250 	5.0 	5.0 	0.0
251 	5.0 	1.0 	4.0
252 	5.0 	5.0 	0.0
253 	3.0 	5.0 	-2.0
254 	5.0 	1.0 	4.0
255 	5.0 	5.0 	0.0
256 	5.0 	1.0 	4.0
257 	5.0 	1.0 	4.0
258 	5.0 	1.0 	4.0
259 	5.0 	5.0 	0.0
260 	5.0 	5.0 	0.0
261 	5.0 	5.0 	0.0
262 	5.0 	5.0 	0.0
263 	4.0 	5.0 	-1.0
264 	3.0 	5.0 	-2.0
265 	5.0 	1.0 	4.0
266 	5.0 	5.0 	0.0
267 	4.0 	5.0 	-1.0
268 	5.0 	1.0 	4.0
269 	5.0 	5.0 	0.0
270 	2.0 	1.0 	1.0
271 	5.0 	1.0 	4.0
272 	5.0 	1.0 	4.0
273 	5.0 	1.0 	4.0
274 	5.0 	1.0 	4.0
275 	5.0 	5.0 	0.0
276 	4.0 	5.0 	-1.0
277 	5.0 	5.0 	0.0
278 	2.0 	1.0 	1.0
279 	5.0 	5.0 	0.0
280 	5.0 	1.0 	4.0
281 	5.0 	5.0 	0.0
282 	5.0 	5.0 	0.0
283 	5.0 	1.0 	4.0
284 	5.0 	1.0 	4.0
285 	5.0 	5.0 	0.0
286 	4.0 	5.0 	-1.0
287 	5.0 	5.0 	0.0
288 	2.0 	1.0 	1.0
289 	5.0 	5.0 	0.0
290 	5.0 	1.0 	4.0
291 	5.0 	5.0 	0.0
292 	5.0 	5.0 	0.0
293 	5.0 	5.0 	0.0
294 	5.0 	5.0 	0.0
295 	5.0 	5.0 	0.0
296 	5.0 	5.0 	0.0
297 	4.0 	5.0 	-1.0
298 	5.0 	5.0 	0.0
299 	5.0 	5.0 	0.0
300 	5.0 	1.0 	4.0
301 	5.0 	1.0 	4.0
302 	5.0 	5.0 	0.0
303 	4.0 	5.0 	-1.0
304 	5.0 	1.0 	4.0
305 	5.0 	5.0 	0.0
306 	3.0 	1.0 	2.0
307 	5.0 	5.0 	0.0
308 	5.0 	5.0 	0.0
309 	4.0 	5.0 	-1.0
310 	5.0 	5.0 	0.0
311 	5.0 	5.0 	0.0
312 	5.0 	5.0 	0.0
313 	4.0 	5.0 	-1.0
314 	3.0 	5.0 	-2.0
315 	5.0 	1.0 	4.0
316 	5.0 	5.0 	0.0
317 	5.0 	5.0 	0.0
318 	4.0 	5.0 	-1.0
319 	1.0 	1.0 	0.0
320 	4.0 	5.0 	-1.0
321 	5.0 	5.0 	0.0
322 	5.0 	5.0 	0.0
323 	5.0 	1.0 	4.0
324 	4.0 	5.0 	-1.0
325 	3.0 	1.0 	2.0
326 	4.0 	5.0 	-1.0
327 	5.0 	1.0 	4.0
328 	1.0 	1.0 	0.0
329 	4.0 	5.0 	-1.0
330 	5.0 	5.0 	0.0
331 	5.0 	5.0 	0.0
332 	5.0 	5.0 	0.0
333 	5.0 	1.0 	4.0
334 	5.0 	5.0 	0.0
335 	5.0 	1.0 	4.0
336 	1.0 	1.0 	0.0
337 	4.0 	1.0 	3.0
338 	5.0 	5.0 	0.0
339 	5.0 	5.0 	0.0
340 	5.0 	5.0 	0.0
341 	5.0 	1.0 	4.0
342 	5.0 	5.0 	0.0
343 	4.0 	1.0 	3.0
344 	1.0 	5.0 	-4.0
345 	5.0 	5.0 	0.0
346 	5.0 	5.0 	0.0
347 	5.0 	5.0 	0.0
348 	5.0 	5.0 	0.0
349 	5.0 	1.0 	4.0
350 	5.0 	1.0 	4.0
351 	5.0 	5.0 	0.0
352 	5.0 	1.0 	4.0
353 	5.0 	5.0 	0.0
354 	5.0 	1.0 	4.0
355 	5.0 	5.0 	0.0
356 	5.0 	1.0 	4.0
357 	5.0 	1.0 	4.0
358 	5.0 	5.0 	0.0
359 	5.0 	5.0 	0.0
360 	5.0 	5.0 	0.0
361 	5.0 	5.0 	0.0
362 	1.0 	5.0 	-4.0
363 	5.0 	5.0 	0.0
364 	5.0 	1.0 	4.0
365 	5.0 	5.0 	0.0
366 	5.0 	1.0 	4.0
367 	5.0 	1.0 	4.0
368 	5.0 	5.0 	0.0
369 	5.0 	5.0 	0.0
370 	5.0 	5.0 	0.0
371 	5.0 	5.0 	0.0
372 	1.0 	5.0 	-4.0
373 	5.0 	5.0 	0.0
374 	5.0 	5.0 	0.0
375 	5.0 	5.0 	0.0
376 	5.0 	1.0 	4.0
377 	5.0 	5.0 	0.0
378 	5.0 	5.0 	0.0
379 	5.0 	5.0 	0.0
380 	5.0 	5.0 	0.0
381 	5.0 	5.0 	0.0
382 	1.0 	5.0 	-4.0
383 	5.0 	1.0 	4.0
384 	5.0 	5.0 	0.0
385 	5.0 	5.0 	0.0
386 	5.0 	1.0 	4.0
387 	5.0 	5.0 	0.0
388 	5.0 	5.0 	0.0
389 	5.0 	5.0 	0.0
390 	5.0 	5.0 	0.0
391 	5.0 	5.0 	0.0
392 	5.0 	5.0 	0.0
393 	3.0 	1.0 	2.0
394 	5.0 	1.0 	4.0
395 	5.0 	5.0 	0.0
396 	4.0 	5.0 	-1.0
397 	5.0 	5.0 	0.0
398 	5.0 	5.0 	0.0
399 	5.0 	1.0 	4.0
400 	5.0 	5.0 	0.0
401 	5.0 	1.0 	4.0
402 	5.0 	5.0 	0.0
403 	5.0 	5.0 	0.0
404 	5.0 	5.0 	0.0
405 	5.0 	1.0 	4.0
406 	3.0 	1.0 	2.0
407 	4.0 	5.0 	-1.0
408 	5.0 	5.0 	0.0
409 	5.0 	5.0 	0.0
410 	5.0 	5.0 	0.0
411 	5.0 	5.0 	0.0
412 	5.0 	1.0 	4.0
413 	5.0 	1.0 	4.0
414 	5.0 	5.0 	0.0
415 	5.0 	5.0 	0.0
416 	5.0 	5.0 	0.0
417 	5.0 	5.0 	0.0
418 	4.0 	5.0 	-1.0
419 	5.0 	5.0 	0.0
420 	5.0 	5.0 	0.0
421 	5.0 	5.0 	0.0
422 	5.0 	5.0 	0.0
423 	1.0 	5.0 	-4.0
424 	5.0 	5.0 	0.0
425 	5.0 	5.0 	0.0
426 	5.0 	5.0 	0.0
427 	5.0 	5.0 	0.0
428 	4.0 	5.0 	-1.0
429 	5.0 	5.0 	0.0
430 	5.0 	1.0 	4.0
431 	5.0 	5.0 	0.0
432 	5.0 	5.0 	0.0
433 	5.0 	5.0 	0.0
434 	5.0 	1.0 	4.0
435 	5.0 	5.0 	0.0
436 	5.0 	5.0 	0.0
437 	5.0 	5.0 	0.0
438 	5.0 	5.0 	0.0
439 	5.0 	1.0 	4.0
440 	4.0 	5.0 	-1.0
441 	5.0 	5.0 	0.0
442 	5.0 	5.0 	0.0
443 	5.0 	5.0 	0.0
444 	5.0 	5.0 	0.0
445 	5.0 	5.0 	0.0
446 	5.0 	1.0 	4.0
447 	5.0 	5.0 	0.0
448 	5.0 	5.0 	0.0
449 	5.0 	5.0 	0.0
450 	5.0 	5.0 	0.0
451 	5.0 	1.0 	4.0
452 	4.0 	5.0 	-1.0
453 	5.0 	5.0 	0.0
454 	5.0 	5.0 	0.0
455 	5.0 	5.0 	0.0
456 	5.0 	5.0 	0.0
457 	4.0 	5.0 	-1.0
458 	5.0 	1.0 	4.0
459 	5.0 	5.0 	0.0
460 	5.0 	5.0 	0.0
461 	5.0 	5.0 	0.0
462 	5.0 	5.0 	0.0
463 	5.0 	5.0 	0.0
464 	5.0 	5.0 	0.0
465 	5.0 	5.0 	0.0
466 	4.0 	5.0 	-1.0
467 	5.0 	5.0 	0.0
468 	5.0 	1.0 	4.0
469 	5.0 	5.0 	0.0
470 	5.0 	1.0 	4.0
471 	5.0 	5.0 	0.0
472 	5.0 	5.0 	0.0
473 	5.0 	5.0 	0.0
474 	4.0 	5.0 	-1.0
475 	5.0 	5.0 	0.0
476 	5.0 	1.0 	4.0
477 	5.0 	5.0 	0.0
478 	5.0 	1.0 	4.0
479 	5.0 	5.0 	0.0
480 	5.0 	5.0 	0.0
481 	5.0 	5.0 	0.0
482 	5.0 	5.0 	0.0
483 	2.0 	5.0 	-3.0
484 	5.0 	5.0 	0.0
485 	5.0 	5.0 	0.0
486 	5.0 	5.0 	0.0
487 	5.0 	5.0 	0.0
488 	5.0 	1.0 	4.0
489 	5.0 	5.0 	0.0
490 	5.0 	5.0 	0.0
491 	5.0 	5.0 	0.0
492 	5.0 	1.0 	4.0
493 	2.0 	5.0 	-3.0
494 	5.0 	5.0 	0.0
495 	5.0 	5.0 	0.0
496 	5.0 	5.0 	0.0
497 	5.0 	5.0 	0.0
498 	5.0 	5.0 	0.0
499 	5.0 	5.0 	0.0
500 	5.0 	5.0 	0.0
501 	5.0 	5.0 	0.0
502 	5.0 	1.0 	4.0
503 	5.0 	5.0 	0.0
504 	5.0 	5.0 	0.0
505 	4.0 	1.0 	3.0
506 	5.0 	5.0 	0.0
507 	5.0 	5.0 	0.0
508 	4.0 	1.0 	3.0
509 	5.0 	1.0 	4.0
510 	3.0 	5.0 	-2.0
511 	4.0 	5.0 	-1.0
512 	5.0 	1.0 	4.0
513 	1.0 	1.0 	0.0
514 	3.0 	5.0 	-2.0
515 	3.0 	5.0 	-2.0
516 	5.0 	5.0 	0.0
517 	1.0 	5.0 	-4.0
518 	4.0 	5.0 	-1.0
519 	5.0 	5.0 	0.0
520 	2.0 	5.0 	-3.0
521 	3.0 	5.0 	-2.0
522 	5.0 	5.0 	0.0
523 	3.0 	5.0 	-2.0
524 	4.0 	5.0 	-1.0
525 	1.0 	5.0 	-4.0
526 	5.0 	1.0 	4.0
527 	2.0 	1.0 	1.0
528 	3.0 	1.0 	2.0
529 	4.0 	2.0 	2.0
530 	4.0 	5.0 	-1.0
531 	4.0 	5.0 	-1.0
532 	4.0 	5.0 	-1.0
533 	5.0 	1.0 	4.0
534 	5.0 	5.0 	0.0
535 	5.0 	5.0 	0.0
536 	5.0 	5.0 	0.0
537 	5.0 	2.0 	3.0
538 	4.0 	1.0 	3.0
539 	3.0 	1.0 	2.0
540 	5.0 	5.0 	0.0
541 	4.0 	1.0 	3.0
542 	4.0 	1.0 	3.0
543 	1.0 	1.0 	0.0
544 	1.0 	1.0 	0.0
545 	5.0 	5.0 	0.0
546 	5.0 	1.0 	4.0
547 	3.0 	1.0 	2.0
548 	4.0 	5.0 	-1.0
549 	5.0 	5.0 	0.0
550 	5.0 	1.0 	4.0
551 	3.0 	5.0 	-2.0
552 	2.0 	1.0 	1.0
553 	3.0 	5.0 	-2.0
554 	5.0 	5.0 	0.0
555 	4.0 	1.0 	3.0
556 	5.0 	1.0 	4.0
557 	3.0 	5.0 	-2.0
558 	5.0 	5.0 	0.0
559 	1.0 	5.0 	-4.0
560 	5.0 	1.0 	4.0
561 	5.0 	1.0 	4.0
562 	5.0 	5.0 	0.0
563 	5.0 	1.0 	4.0
564 	5.0 	5.0 	0.0
565 	4.0 	5.0 	-1.0
566 	4.0 	1.0 	3.0
567 	5.0 	5.0 	0.0
568 	4.0 	5.0 	-1.0
569 	3.0 	5.0 	-2.0
570 	5.0 	5.0 	0.0
571 	5.0 	1.0 	4.0
572 	4.0 	5.0 	-1.0
573 	4.0 	5.0 	-1.0
574 	4.0 	5.0 	-1.0
575 	5.0 	5.0 	0.0
576 	5.0 	5.0 	0.0
577 	5.0 	1.0 	4.0
578 	3.0 	1.0 	2.0
579 	4.0 	1.0 	3.0
580 	5.0 	5.0 	0.0
581 	5.0 	5.0 	0.0
582 	5.0 	5.0 	0.0
583 	3.0 	1.0 	2.0
584 	3.0 	1.0 	2.0
585 	4.0 	1.0 	3.0
586 	5.0 	5.0 	0.0
587 	5.0 	5.0 	0.0
588 	3.0 	1.0 	2.0
589 	5.0 	5.0 	0.0
590 	4.0 	1.0 	3.0
591 	5.0 	1.0 	4.0
592 	5.0 	5.0 	0.0
593 	4.0 	5.0 	-1.0
594 	4.0 	5.0 	-1.0
595 	5.0 	5.0 	0.0
596 	4.0 	1.0 	3.0
597 	4.0 	1.0 	3.0
598 	5.0 	5.0 	0.0
599 	1.0 	5.0 	-4.0
600 	2.0 	1.0 	1.0
601 	5.0 	1.0 	4.0
602 	5.0 	5.0 	0.0
603 	5.0 	5.0 	0.0
604 	4.0 	1.0 	3.0
605 	5.0 	1.0 	4.0
606 	4.0 	1.0 	3.0
607 	2.0 	5.0 	-3.0
608 	4.0 	1.0 	3.0
609 	5.0 	5.0 	0.0
610 	3.0 	5.0 	-2.0
611 	1.0 	5.0 	-4.0
612 	5.0 	5.0 	0.0
613 	5.0 	2.0 	3.0
614 	4.0 	1.0 	3.0
615 	4.0 	5.0 	-1.0
616 	5.0 	1.0 	4.0
617 	2.0 	2.0 	0.0
618 	5.0 	1.0 	4.0
619 	3.0 	1.0 	2.0
620 	3.0 	5.0 	-2.0
621 	5.0 	5.0 	0.0
622 	5.0 	5.0 	0.0
623 	5.0 	1.0 	4.0
624 	4.0 	5.0 	-1.0
625 	5.0 	5.0 	0.0
626 	3.0 	5.0 	-2.0
627 	5.0 	5.0 	0.0
628 	4.0 	5.0 	-1.0
629 	5.0 	5.0 	0.0
630 	5.0 	5.0 	0.0
631 	5.0 	5.0 	0.0
632 	4.0 	5.0 	-1.0
633 	4.0 	1.0 	3.0
634 	5.0 	5.0 	0.0
635 	4.0 	5.0 	-1.0
636 	4.0 	5.0 	-1.0
637 	5.0 	1.0 	4.0
638 	3.0 	1.0 	2.0
639 	5.0 	5.0 	0.0
640 	5.0 	5.0 	0.0
641 	1.0 	1.0 	0.0
642 	5.0 	5.0 	0.0
643 	5.0 	5.0 	0.0
644 	2.0 	2.0 	0.0
645 	4.0 	1.0 	3.0
646 	1.0 	5.0 	-4.0
647 	5.0 	5.0 	0.0
648 	5.0 	5.0 	0.0
649 	5.0 	5.0 	0.0
650 	3.0 	5.0 	-2.0
651 	5.0 	5.0 	0.0
652 	4.0 	5.0 	-1.0
653 	3.0 	1.0 	2.0
654 	5.0 	5.0 	0.0
655 	5.0 	5.0 	0.0
656 	5.0 	1.0 	4.0
657 	4.0 	1.0 	3.0
658 	5.0 	5.0 	0.0
659 	4.0 	1.0 	3.0
660 	3.0 	5.0 	-2.0
661 	5.0 	5.0 	0.0
662 	5.0 	5.0 	0.0
663 	5.0 	5.0 	0.0
664 	4.0 	5.0 	-1.0
665 	5.0 	5.0 	0.0
666 	1.0 	5.0 	-4.0
667 	5.0 	2.0 	3.0
668 	5.0 	5.0 	0.0
669 	5.0 	1.0 	4.0
670 	5.0 	5.0 	0.0
671 	5.0 	1.0 	4.0
672 	5.0 	5.0 	0.0
673 	4.0 	1.0 	3.0
674 	2.0 	1.0 	1.0
675 	3.0 	5.0 	-2.0
676 	2.0 	5.0 	-3.0
677 	5.0 	5.0 	0.0
